id,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-135a-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-135a-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4817,0,0
hsa-miR-135a-5p,6.7085,35.7769,26.7369,5.4292,12.7015,18.3759,0.9996,31.4493,7.2779,9.7455,2.7555,5.2615,0.4718,4.8565,43.6541,4.8161,1.623,16.0178,5.1988,10.7172,3.2005,0.8038
hsa-miR-135b-3p,1.4469,0,0.9976,0,0.9647,0.625,0,0,1.0548,0,1.1022,0,0.7078,0,0,1.9264,0,0.9547,1.2378,3.2513,0.8535,0
hsa-miR-135b-5p,73.0047,92.9271,80.8092,1.7215,120.5842,34.3767,28.2755,20.1839,35.3346,52.9044,74.9503,21.3893,75.2597,32.1743,49.9213,141.0587,41.3858,65.7684,43.6951,252.396,84.4937,16.2554
hsa-miR-136-3p,183.8929,103.9235,146.8532,225.1145,113.9923,58.0028,358.2986,161.9405,298.1818,168.8299,89.4365,221.3277,85.2865,271.5589,124.8032,112.6972,115.3932,152.9646,94.9408,106.0882,99.3227,175.2365
hsa-miR-136-5p,149.9555,49.8709,100.5625,82.4979,79.9071,44.0021,117.2432,102.6797,101.3628,104.4165,58.2597,96.309,53.9086,100.9746,122.9663,109.5934,57.1286,79.2403,43.8188,94.6485,74.7854,43.2286
hsa-miR-137-3p,2.7623,1.5488,1.1972,0.6621,1.2862,0.5,2.7133,1.7602,2.3205,1.5778,0.7086,2.7451,0.4718,1.9224,1.945,2.0335,1.1361,1.2729,1.4854,1.8063,2.1337,0.9825
hsa-miR-137-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-138-1-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2024,0,0,0,0,0,0,0,0
hsa-miR-138-2-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-138-5p,2.8939,2.3232,2.1948,2.516,3.5371,0.75,1.1424,3.7551,4.641,2.0419,1.5746,1.8301,0.8257,3.5412,2.7014,0.5351,1.4607,1.6972,2.1043,2.4084,1.0668,0.9825
hsa-miR-139-3p,56.9568,99.7418,94.9757,161.8176,120.745,154.7574,108.532,52.6893,87.4399,79.2637,94.0028,105.002,85.4045,66.0685,57.269,53.2984,94.9438,94.4095,139.8737,66.832,76.279,173.1823
hsa-miR-139-5p,301.7527,298.9155,313.2603,334.3613,260.4618,309.1398,504.674,379.7388,387.2039,490.9897,314.7597,445.2861,250.6691,248.8953,349.7732,268.9534,268.277,325.7658,333.2213,331.1494,369.3398,530.8005
hsa-miR-140-3p,3348.0864,3886.5211,5089.3819,7073.8936,4551.3296,3548.4203,5042.1704,3091.3035,7485.0271,3703.77,2703.9577,5132.8578,3967.2962,5034.4634,3844.8036,3204.3238,3336.6653,3927.7528,4339.1796,2962.7632,3271.356,6784.7438
hsa-miR-140-5p,995.0997,924.4698,866.1547,545.8366,837.015,720.6596,631.1995,708.431,946.9671,965.1799,730.9228,758.1188,789.2834,875.4841,1195.7337,1292.325,716.2169,825.8178,781.6836,1140.1171,999.8418,418.174
hsa-miR-141-3p,25.7818,17.1915,11.9717,8.3425,26.6893,8.2504,8.7111,7.745,13.9229,23.1109,8.5028,14.6408,12.8579,13.5577,12.4263,13.9132,13.1461,18.4576,55.5781,10.8376,16.7494,23.8472
hsa-miR-141-5p,0,0,0,0,0.3216,0.625,0.2856,0,0.211,0.5569,0,0,0,0,0.3242,0,0,0.3182,0.4951,0,0.2134,0.9825
hsa-miR-142-3p,12134.2976,7848.7779,3995.3653,3650.0337,7560.9501,4048.8193,2136.5105,4195.7847,4156.7194,5949.1429,3266.3211,3406.3875,6830.5866,4596.3672,7095.5222,7545.5725,5896.5768,8408.5966,5484.1636,7557.7916,6361.456,996.7582
hsa-miR-142-5p,4037.8819,2423.0742,1404.8825,3507.4171,1960.5381,1301.0625,2316.3024,1498.1844,2576.261,1861.3985,1313.992,1728.8723,2308.6333,2268.9941,1806.2429,1654.39,2095.742,2292.5593,2605.2407,1429.6019,1980.0537,2578.71
hsa-miR-143-3p,122643.5111,93599.4291,123492.3851,83784.5887,80373.0585,107227.8969,113089.6789,147793.4784,109524.2656,117832.6063,86591.2041,155221.0515,107070.7571,107798.8704,120510.6364,77634.5369,96708.2748,116343.4592,111432.8069,75965.9025,131264.7604,102777.6508
hsa-miR-143-5p,1772.3693,1042.0226,1149.6851,543.3206,536.3585,731.4101,1937.7255,2346.9639,1107.9241,1538.5891,1165.351,1501.4824,1283.308,973.0186,1650.7522,876.1054,1434.0568,1104.0606,1543.3146,791.1459,1210.0091,1620.0894
hsa-miR-144-3p,1020.6185,733.8143,422.0035,904.166,178.4646,416.145,1127.3052,1013.8884,1370.8767,1088.9947,592.5954,832.581,1056.1133,501.4329,1408.9257,879.5302,288.5642,390.4734,511.8388,608.5923,2270.5541,451.31
hsa-miR-144-5p,397.9084,367.5267,395.6657,1175.8925,215.283,484.7733,517.5265,590.7308,983.04,585.011,366.3274,653.2312,595.7078,483.8281,762.5423,474.1201,172.0349,298.7159,280.6139,332.2331,1124.7687,234.8991
hsa-miR-145-3p,648.2289,455.4977,614.3493,552.7224,455.0043,619.4047,599.3539,904.1678,559.8687,542.2234,553.2308,581.3998,504.4053,431.0138,777.2377,474.9763,433.4955,507.2653,638.5916,476.253,766.6307,526.2455
hsa-miR-145-5p,4712.0242,5107.1186,7374.5857,7020.793,5217.2758,6204.5478,8933.6155,13260.2285,9928.4933,9416.9781,5457.8298,9803.3867,5890.3119,4995.7126,10811.3084,5447.9926,5521.0214,6550.9574,8011.2978,5754.0512,8969.8781,8323.1097
hsa-miR-1468-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1468-5p,9.8655,8.3634,6.3849,5.032,10.2899,12.5006,8.1399,6.8062,10.7586,6.7755,13.8564,5.8334,6.3699,10.7248,7.6719,9.2041,8.1149,5.7282,11.3879,13.8481,7.3612,4.9123
hsa-miR-1469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-146a-3p,2.2362,7.4342,1.5962,0.6621,7.3958,3.0001,0,4.5766,1.6876,6.3114,1.4171,8.3498,6.252,1.2141,0.6483,4.8161,8.764,4.9857,1.8567,1.5654,5.4409,13.1293
hsa-miR-146a-5p,2525.304,3455.804,2334.8864,2432.9586,3227.9583,2072.7245,1860.0394,1716.2173,2814.8486,3079.7769,1797.1537,1833.6455,2665.8221,2037.6024,1951.3605,2141.9952,3581.4093,3101.2985,2202.0826,2723.7335,2047.3713,2929.6296
hsa-miR-146b-3p,64.1915,73.5673,48.685,15.8904,115.6,40.752,22.706,10.444,39.6591,24.4103,23.6188,21.5037,58.2732,78.8168,28.2023,38.3149,90.2372,78.816,57.0635,75.1408,15.4692,32.6894
hsa-miR-146b-5p,5501.6585,3093.2335,2023.2224,777.1749,5425.0022,1968.4695,817.1321,786.5849,2342.9472,1767.3773,908.0637,1336.7735,2217.9205,3494.1456,1821.8028,2001.6856,3213.4818,4810.9588,2071.9877,3347.1372,839.7092,1013.1922
hsa-miR-1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-147a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-147b-3p,3.42,1.7037,1.9953,0.5297,2.0901,1.1251,1.5709,1.7602,0.5274,2.4132,2.3619,1.6013,2.5952,2.1247,1.6208,0.8562,1.2984,2.3337,1.2378,0.8429,1.9203,1.8756
hsa-miR-147b-5p,0.9208,0.6195,0,0,0,1,0.5712,0.2347,0.4219,0.5569,0.5511,0,0.7078,0.8094,0.6483,0.6421,0.4869,0.5304,0.4951,0.6021,0.4267,0.9825
hsa-miR-148a-3p,23784.3965,21286.8111,27781.5965,8375.1881,21430.8648,11899.1962,24454.1266,14183.9935,23072.2237,21107.0806,26749.6956,16587.5663,13552.6482,22304.3554,18417.9296,27695.8889,13771.068,25581.7878,19279.9202,31425.1103,21712.6334,15947.0596
hsa-miR-148a-5p,16.8371,8.2086,29.1312,7.2831,22.3483,10.2505,6.2834,10.3266,6.645,9.003,10.9434,10.8662,7.1957,6.3741,17.9371,13.3781,5.8427,13.1537,9.0361,10.3559,8.108,3.9299
hsa-miR-148b-3p,1466.9336,2251.6237,2023.0228,1027.052,1809.7275,1459.32,1493.6009,1346.8052,1208.5486,1860.9345,1965.8705,1516.2376,2253.5451,2136.9582,1406.8726,2300.606,2218.6008,1936.7734,1777.8815,2406.5527,1671.3104,1831.3199
hsa-miR-148b-5p,39.0674,56.8404,56.0676,39.064,45.1789,35.1267,56.1225,33.6789,52.2108,58.5661,43.8522,41.7491,41.0508,49.3743,44.9508,70.2083,46.5793,58.8733,33.4212,65.2665,48.1145,44.211
hsa-miR-149-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-149-5p,27.8865,35.7769,42.3001,17.7443,51.61,49.0024,20.2784,25.8166,30.4827,34.2486,60.3066,24.0201,40.5789,24.4848,40.9527,69.5661,49.176,18.988,27.2321,113.0725,58.7828,13.6652
hsa-miR-150-3p,2.2362,4.4915,5.1877,6.7534,7.3958,6.7503,2.2849,2.1123,1.7931,2.2276,3.1492,3.3171,3.067,2.6306,1.945,3.5318,3.0836,3.2884,3.961,2.5288,2.6671,4.3764
hsa-miR-150-5p,1016.2777,1040.164,936.3888,1181.8514,1450.7082,1539.4489,888.5347,1134.0529,1335.7531,786.8829,1984.057,1145.7568,1091.9738,962.9009,1276.8828,1668.9454,1626.3789,891.6923,1542.9432,1465.6068,1469.5711,994.0788
hsa-miR-151a-3p,1849.0571,2128.805,2144.935,2033.7113,2297.6915,1844.5885,1944.7229,1534.2103,2083.8972,1793.6438,2060.1882,1898.3853,2066.9292,2388.484,1696.9996,1882.3529,2107.4273,1857.0027,2214.4608,2014.5922,1676.9647,2158.3924
hsa-miR-151a-5p/151b,287.1517,309.1375,312.8612,226.836,289.5628,273.3881,253.3366,330.1005,358.8307,378.7767,301.4545,282.0641,255.2697,310.8156,403.2603,468.5548,252.5342,267.3167,302.2758,497.8078,374.0339,246.6887
hsa-miR-152-3p,3565.2589,4839.7983,3762.3157,2462.4883,3837.6319,3356.0361,3685.5198,3519.7417,3938.2777,4845.3907,4050.5436,3734.3185,3891.4467,4473.9431,3515.4527,4307.1078,4125.9159,4145.2128,4347.8444,4716.771,3776.5044,5164.9224
hsa-miR-152-5p,2.4993,2.1683,4.9882,2.9132,2.894,3.1252,1.8565,2.1123,1.3712,4.2695,2.5981,3.3171,1.6515,1.72,3.2416,3.7459,3.0836,2.4398,2.2281,1.445,1.4936,4.0192
hsa-miR-153-3p,17.4948,6.5049,10.575,10.0639,10.933,11.8756,15.7086,12.9083,17.5091,16.2426,18.9738,20.4742,9.201,11.3318,10.6974,17.445,10.387,15.2752,18.4435,15.7748,12.9088,24.919
hsa-miR-153-5p,0.9208,0.6195,0,0.2648,0,0.5,0,0.7041,1.3712,0.7425,0.7086,0.915,0.3539,1.0118,0.3242,0,0.4869,0.7425,1.114,0.7225,0.6401,1.0718
hsa-miR-1537-3p,0,0.9293,1.1972,1.0594,0.8039,0.75,0.714,1.1735,0.6329,0.8353,0,1.487,0.8257,0.6071,0.4322,0.5351,0.8115,1.1669,0.9903,0.6021,0,0
hsa-miR-1537-5p,1.8416,0.6195,0,0,0,0,0,0.2347,0,0.7425,0.3936,0,0.8257,0.9106,0.4322,0,0,0.7425,0,0.9633,0,0.4466
hsa-miR-1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-154-3p,1.9731,1.5488,2.1948,1.0594,2.2509,1.2501,0.4284,1.1735,0.5274,1.6707,0.7873,1.2582,0.7078,1.8212,1.5128,2.6756,1.9476,1.8033,0.3713,1.5654,0.9602,0.8038
hsa-miR-154-5p,82.7386,54.3624,69.8351,91.37,65.9194,38.3768,91.3954,66.7711,83.3264,63.3924,53.221,67.5993,50.1338,104.617,59.214,62.3955,57.2909,63.0104,43.5713,69.1199,51.8484,55.3755
hsa-miR-155-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2476,0,0,0.1786
hsa-miR-155-5p,555.6248,727.1546,596.1922,508.494,1393.1493,614.7795,248.0528,333.3862,478.9683,444.6752,302.6354,474.339,818.42,596.8428,454.9104,494.0267,516.4293,840.1383,513.6955,750.0834,383.422,364.7635
hsa-miR-1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-15a-3p,2.4993,1.8585,1.9953,1.3242,0.8039,1,1.7137,2.2296,2.7424,2.6916,2.1257,1.8301,2.949,1.72,2.2691,1.7124,3.8951,1.8033,1.8567,1.9267,2.027,3.8406
hsa-miR-15a-5p,908.0203,809.2402,838.6197,1203.5683,610.6383,854.166,1029.6264,955.801,1101.3845,874.1287,807.2902,697.8399,918.4517,684.1585,872.8661,939.4641,642.5341,685.7947,734.0275,808.7269,1113.9936,944.5088
hsa-miR-15b-3p,52.2214,47.0831,51.8775,165.5254,35.5321,61.503,75.1156,46.0005,75.2047,60.9792,40.0732,42.0923,67.8281,41.179,62.7798,63.1447,31.3233,47.8412,42.8286,41.9054,84.8137,58.3229
hsa-miR-15b-5p,299.3849,352.1937,405.4426,896.4856,323.648,884.5425,370.1514,443.2241,379.1877,305.2675,498.5139,233.3377,573.531,271.053,399.2622,570.8705,327.0286,324.1746,342.6287,505.8758,1041.5552,287.1485
hsa-miR-16-1-3p,4.2093,3.872,2.9929,4.8996,3.0548,1.7501,5.4266,4.4592,5.1683,4.7335,3.0704,4.1177,3.6568,4.553,3.0255,2.5686,3.7328,4.2431,4.7037,2.89,2.8805,7.2345
hsa-miR-16-2-3p,28.5442,19.8244,22.1477,76.8038,14.1485,27.1263,30.9888,21.24,38.6044,20.4192,15.1948,23.5625,19.4637,16.7954,24.6365,19.2645,10.7116,13.8962,15.4728,19.869,36.806,23.9365
hsa-miR-16-5p,55707.6961,75164.5507,61053.0294,117219.3957,44094.7432,66850.2088,68662.7995,51022.0558,90036.8682,57816.1243,57556.863,60101.161,73480.0308,66371.5673,59821.6946,61886.3664,50745.26,54191.4682,65806.6208,66022.5109,84897.7909,86868.5501
hsa-miR-17-3p,30.3857,23.3867,25.1406,27.2786,28.1363,20.626,19.7071,23.8217,27.2129,24.5031,18.3439,29.9679,25.0079,19.2236,30.4714,25.2579,19.6379,25.777,20.9192,19.5077,24.0039,9.1102
hsa-miR-181a-2-3p,90.7626,107.4857,178.5783,104.8769,123.9605,101.8799,101.6774,115.94,91.8699,108.5004,124.7859,96.0802,108.407,53.1179,102.4359,103.9211,125.9425,109.4726,124.401,100.9102,94.3086,68.6834
hsa-miR-181a-3p,59.8507,61.0221,97.3701,58.0001,61.096,48.2523,58.1218,71.3477,60.1215,89.1021,48.1823,64.1679,69.1257,48.8685,61.159,67.3186,80.337,69.4811,63.3764,59.4865,53.8754,52.1601
hsa-miR-181a-5p,669.933,707.485,1836.4634,1166.8879,1921.7904,1160.1807,648.3362,836.6926,786.9594,1120.4589,661.8772,885.7683,835.4065,523.9954,1112.9638,1185.3001,747.378,858.702,639.5818,794.5176,830.321,492.6629
hsa-miR-181b-2-3p,4.2093,3.0976,3.9906,2.7808,3.2156,1.1251,5.9978,4.1072,2.7424,3.991,3.3066,3.7746,2.8311,1.72,3.4578,2.2475,4.0574,3.0763,3.8372,1.3246,2.4537,3.394
hsa-miR-181b-3p,2.4993,3.872,4.3896,1.8539,3.6979,2.8751,1.5709,4.5766,3.5862,5.7545,2.3619,2.7451,4.2466,3.0353,3.4578,3.5318,4.382,4.3492,3.4659,3.3717,2.6671,4.9123
hsa-miR-181b-5p,136.4069,154.259,398.8581,196.6442,425.5818,241.2616,159.942,198.7878,165.176,238.3481,145.8067,203.8274,190.5085,97.0287,227.1311,249.1538,174.4693,210.3528,145.6915,164.2501,175.2817,143.1723
hsa-miR-181c-3p,11.8386,22.922,22.7463,16.1553,24.2776,23.0011,10.996,13.6124,21.9391,28.4941,10.5497,25.507,25.3618,15.0754,16.9646,22.5822,25.9675,17.715,14.4825,19.026,15.1491,29.2061
hsa-miR-181c-5p,9.997,16.572,26.9364,14.5662,28.4579,19.5009,7.2831,15.0206,18.9858,33.2277,8.5028,32.8274,18.0482,11.0283,24.3123,16.4818,17.2035,16.5482,12.502,13.7276,12.2687,23.5792
hsa-miR-181d-3p,0,0,0,0,0,0,0,0,0.211,0,0.3936,0.3431,0,0,0,0,0,0,0,0,0,0.7145
hsa-miR-181d-5p,10.1286,13.0098,30.7274,13.242,38.4262,33.7516,6.8547,12.6736,11.1805,34.063,8.1091,24.592,19.4637,8.3977,22.2593,27.9335,15.0936,15.1692,7.3031,22.2773,14.7224,14.9156
hsa-miR-182-3p,0,0,0,0,0,0,0.5712,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4267,0
hsa-miR-182-5p,206.6493,247.341,204.7166,883.1111,61.8999,809.6639,185.0757,136.828,610.6029,173.6563,209.2625,206.9156,173.522,267.9165,127.7207,137.955,128.8639,66.4049,282.2231,206.9985,572.0392,200.5127
