id,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-302c-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302d-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302d-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-302f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3059-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3059-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3064-3p,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2
hsa-miR-3064-5p,78,95,114,116,176,69,112,104,97,128,138,73,96,127,95,129,72,109,89,87,149,82
hsa-miR-3065-3p,76,74,18,68,35,127,65,72,0,59,84,26,53,44,91,42,79,59,65,106,41,52
hsa-miR-3065-5p,183,166,101,286,114,243,117,161,60,219,237,123,154,105,194,158,125,244,125,209,151,96
hsa-miR-3074-3p,19,27,0,51,40,61,50,0,0,0,33,27,45,35,58,64,18,58,49,25,0,22
hsa-miR-3074-5p,129,30,54,190,85,178,92,56,23,81,163,52,161,98,113,131,113,140,136,84,47,30
hsa-miR-3085-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3085-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-30a-3p,361,392,144,361,288,231,523,826,306,274,322,314,510,391,671,865,400,463,398,469,222,338
hsa-miR-30a-5p,2951,3343,1194,5261,1956,3450,3108,4610,1645,1985,2387,1819,2809,2445,5008,4000,3254,5153,2425,2325,1384,1960
hsa-miR-30b-3p,53,23,45,33,46,24,53,67,41,71,29,36,39,37,39,63,45,56,50,39,136,61
hsa-miR-30b-5p/30c-5p,8608,34652,5249,10743,5504,10997,4297,13912,3551,11946,6023,3680,3903,5110,5940,3316,4036,10367,3899,3266,9012,5855
hsa-miR-30c-1-3p,106,64,74,83,92,89,183,133,51,76,110,122,107,125,137,165,96,92,114,159,146,88
hsa-miR-30c-2-3p,21,11,15,28,30,11,46,54,14,14,17,13,23,15,63,94,32,48,16,30,16,25
hsa-miR-30d-3p,186,165,42,140,55,166,103,120,48,138,247,103,101,104,158,107,176,101,174,95,66,116
hsa-miR-30d-5p,164164,163966,114908,263835,89097,244310,137085,167238,56350,132718,174676,95396,148197,171887,192715,136569,155121,226983,158318,139288,115576,110680
hsa-miR-30e-3p,5907,11785,2933,6680,2999,7733,6050,7843,2347,6062,6334,4586,4732,4594,6798,4696,4751,6890,5042,5637,3753,3469
hsa-miR-30e-5p,38046,63225,26235,43638,23462,49855,26330,35845,26185,38631,54311,30410,29714,24755,40640,25051,32316,30680,30809,21086,14790,25246
hsa-miR-31-3p,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-31-5p,16,128,28,49,0,129,19,10,0,10,6,5,25,0,7,16,0,50,20,12,13,30
hsa-miR-3115,70,43,92,48,45,46,80,91,39,78,101,42,71,109,68,114,98,95,111,85,100,69
hsa-miR-3116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3117-3p,3,5,0,0,0,0,0,4,0,0,0,0,0,5,0,10,0,0,3,0,0,0
hsa-miR-3117-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3120-3p,136,175,86,194,92,198,153,231,32,131,229,148,148,195,233,173,154,177,105,157,126,73
hsa-miR-3120-5p,0,4,0,0,14,0,0,0,0,0,4,0,0,0,0,9,0,8,0,0,0,0
hsa-miR-3121-3p,4,8,6,21,10,8,15,5,7,5,8,11,24,4,4,3,16,4,22,32,0,0
hsa-miR-3121-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0
hsa-miR-3123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3124-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0
hsa-miR-3124-5p,26,19,24,20,64,23,60,42,10,24,58,62,64,39,48,47,58,37,27,76,42,41
hsa-miR-3125-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3125-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
hsa-miR-3126-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3126-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3127-3p,0,5,8,6,0,0,14,9,0,5,9,0,0,0,11,13,11,9,12,0,0,8
hsa-miR-3127-5p,30,6,111,36,196,31,37,23,35,45,28,19,85,102,39,57,24,92,77,60,54,65
hsa-miR-3128,7,10,3,9,4,5,0,5,0,3,3,0,5,10,13,4,6,6,0,4,4,0
hsa-miR-3129-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0
hsa-miR-3129-5p,0,0,22,0,0,0,9,0,29,0,9,0,0,14,7,0,0,0,0,0,0,0
hsa-miR-3130-3p,4,0,15,0,0,0,0,0,0,0,0,0,0,0,6,11,0,0,6,14,0,0
hsa-miR-3130-5p,0,0,28,0,0,0,0,5,0,0,0,0,0,0,11,8,0,2,0,0,3,0
hsa-miR-3131,4,0,0,0,0,0,16,10,0,0,0,8,0,12,0,0,0,6,0,0,0,0
hsa-miR-3132,0,0,8,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,7,0,0,0
hsa-miR-3133,0,14,0,8,0,3,0,9,12,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3135a,0,3,13,12,0,13,5,8,27,9,4,5,0,0,0,0,0,5,0,6,8,0
hsa-miR-3135b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3136-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3136-5p,15,0,0,0,11,9,15,19,0,0,0,9,22,13,8,23,26,8,16,24,0,0
hsa-miR-3137,0,0,0,10,0,0,2,0,0,0,2,0,0,4,0,0,0,4,6,0,0,0
hsa-miR-3138-3p,311,110,776,335,684,203,223,122,499,176,364,389,503,835,194,455,327,591,491,472,374,604
hsa-miR-3138-5p,6,14,12,17,26,3,4,25,0,13,3,0,5,0,6,8,4,10,5,5,0,8
hsa-miR-3139-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3139-5p,0,2,0,0,4,5,2,2,0,0,0,0,4,0,7,0,0,0,0,0,0,0
hsa-miR-3140-3p,51,21,80,31,90,37,54,70,65,88,86,78,96,67,63,73,84,103,38,65,101,74
hsa-miR-3140-5p,0,0,0,0,0,2,2,0,0,7,2,0,0,0,0,0,0,7,2,0,4,0
hsa-miR-3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,12,0,0,0
hsa-miR-3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3143,15,15,22,32,13,31,19,25,42,73,28,24,25,32,42,8,32,29,22,41,18,14
hsa-miR-3144-3p,0,0,0,12,0,5,0,17,0,0,8,11,0,0,6,0,0,19,0,0,0,0
hsa-miR-3144-5p,0,0,0,0,0,9,11,0,0,8,8,0,3,0,2,6,0,5,0,0,0,6
hsa-miR-3145-3p,3,0,0,0,0,0,5,6,0,0,0,0,0,8,0,2,6,8,0,0,0,17
hsa-miR-3145-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-3146,39,9,39,14,44,25,55,19,53,36,31,26,52,61,32,39,23,36,27,25,74,129
hsa-miR-3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3149,0,0,0,2,0,0,0,0,0,0,0,5,5,0,0,8,0,0,0,0,0,0
hsa-miR-3150a-3p,13,0,11,13,10,10,26,8,21,0,8,7,18,19,5,12,8,5,11,9,0,7
hsa-miR-3150a-5p,28,22,17,32,21,34,6,12,0,4,17,3,16,9,4,2,10,7,22,9,7,10
hsa-miR-3150b-3p,0,0,3,0,0,4,0,0,0,5,5,5,0,3,0,0,0,14,0,0,0,0
hsa-miR-3150b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3151-5p,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,2,0,0
hsa-miR-3152-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3152-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3153-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3153-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3154,0,0,0,6,33,0,15,0,0,18,0,19,27,17,16,0,0,7,19,22,66,11
hsa-miR-3155a-3p/3155b,7,0,6,9,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3155a-5p,4,0,0,5,0,3,0,3,7,0,0,0,0,0,0,0,0,5,0,0,0,0
hsa-miR-3156-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
hsa-miR-3156-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3157-3p,0,18,3,2,0,4,0,0,0,9,3,2,4,0,0,0,0,12,0,4,0,0
hsa-miR-3157-5p,11,0,14,17,0,16,18,18,19,18,23,15,15,16,26,17,16,17,10,3,0,0
hsa-miR-3158-3p,43,10,30,0,13,44,16,13,134,48,28,37,56,66,23,27,28,33,11,28,26,55
hsa-miR-3158-5p,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3159,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,7,0,0,0,6,0,0
hsa-miR-3160-3p,2,0,0,0,0,4,0,2,0,0,2,0,0,5,0,0,0,8,0,0,0,0
hsa-miR-3160-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
hsa-miR-3161-3p,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
hsa-miR-3161-5p,23,0,0,0,29,0,45,0,0,48,0,17,0,0,21,0,0,46,0,0,20,9
hsa-miR-3162-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3162-5p,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,0,0
hsa-miR-3163,0,0,19,0,0,5,4,6,57,10,0,7,0,12,9,5,0,20,0,6,10,0
hsa-miR-3164-3p,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-3164-5p,0,18,31,13,27,5,7,13,33,2,7,16,19,32,21,24,9,15,12,28,4,8
hsa-miR-3165-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3165-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0
hsa-miR-3166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
hsa-miR-3167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3169-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3169-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3173-3p,0,0,22,0,0,8,17,0,7,24,14,16,6,27,0,0,0,19,0,21,0,7
hsa-miR-3173-5p,48,5,80,27,66,31,72,47,51,76,73,78,51,60,38,73,20,26,44,28,63,105
hsa-miR-3174,32,41,71,71,55,111,104,78,16,122,105,52,60,98,79,45,92,76,118,97,18,62
hsa-miR-3175-3p,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3175-5p,6,16,0,0,0,54,82,31,16,0,0,0,33,0,30,74,0,60,33,62,0,11
hsa-miR-3176-3p,18,0,17,24,6,8,0,11,0,0,21,8,0,27,30,14,39,0,17,0,16,15
hsa-miR-3176-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3177-3p,78,12,83,278,76,68,160,51,100,18,104,95,144,146,78,177,141,76,114,172,122,136
hsa-miR-3177-5p,0,0,0,0,0,0,2,9,0,0,0,0,0,0,3,0,0,0,0,0,0,0
hsa-miR-3178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3179-3p,0,3,0,6,8,5,4,5,17,0,0,2,0,0,0,0,0,0,0,0,0,4
hsa-miR-3179-5p,0,3,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3180-5p,4,0,0,5,4,0,0,0,9,6,0,0,0,0,9,0,0,0,0,0,0,0
hsa-miR-3180/3180-3p,11,7,0,0,0,0,14,0,12,0,0,0,0,0,7,9,12,18,7,0,3,0
hsa-miR-3181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3183-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3183-5p,17,3,0,12,8,24,10,2,7,0,5,6,14,0,12,17,2,13,8,12,0,11
hsa-miR-3184-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3184-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-3p,0,0,0,7,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3186-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3187-3p,107,32,172,170,162,76,166,35,107,35,131,165,151,207,136,203,156,129,142,169,111,136
hsa-miR-3187-5p,2,5,0,0,0,7,0,0,0,9,5,0,0,8,0,0,5,3,0,6,0,35
hsa-miR-3188-3p,66,29,57,42,157,33,111,0,79,0,19,132,81,5,87,48,0,93,0,6,53,127
hsa-miR-3188-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3189-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3189-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3190-3p,0,8,32,29,23,32,46,8,0,0,34,30,29,27,37,52,15,24,12,47,27,0
hsa-miR-3190-5p,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
hsa-miR-3191-3p,33,0,30,33,34,36,46,0,15,24,23,59,32,52,28,53,15,46,24,36,41,103
hsa-miR-3191-5p,0,5,7,21,0,7,3,6,0,3,0,4,2,8,3,0,0,8,0,11,35,10
hsa-miR-3192-3p,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,0
hsa-miR-3192-5p,20,0,52,40,0,12,20,11,50,25,0,19,26,19,28,21,21,25,0,10,52,26
hsa-miR-3193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3194-3p,6,0,0,9,0,3,2,2,0,0,13,0,0,0,9,5,0,0,4,0,0,0
hsa-miR-3194-5p,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
hsa-miR-3197-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3197-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3198-3p,40,16,48,57,70,13,44,25,36,15,36,48,51,72,35,53,40,68,64,31,67,56
hsa-miR-3198-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3199-3p,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
hsa-miR-3199-5p,0,0,9,0,0,5,3,5,5,12,0,0,12,0,5,0,0,3,0,6,0,0
hsa-miR-32-3p,74,117,28,20,31,25,61,106,10,73,94,53,62,45,92,51,17,29,73,62,69,39
hsa-miR-32-5p,3518,4499,4760,2166,1077,3645,3225,4658,6345,4992,4441,6190,4521,5710,4228,3194,2793,5105,3831,4228,3783,4375
hsa-miR-3200-3p,11,7,67,31,14,13,11,10,59,25,11,24,32,40,27,15,0,75,9,21,18,18
hsa-miR-3200-5p,9,2,10,9,5,12,2,7,166,29,27,6,5,8,0,0,0,10,7,2,33,18
hsa-miR-3201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3202,10,0,20,11,0,6,7,14,0,0,9,5,5,17,6,6,10,11,0,6,15,5
hsa-miR-320a-3p/320b/320c/320d/320e,45973,19596,51790,58171,73089,45752,53823,33019,69869,58736,66894,44489,55203,55992,37847,86260,46142,37729,51855,60688,61730,103123
hsa-miR-320a-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
hsa-miR-323a-3p,646,949,89,1560,1240,1117,1282,486,36,1549,521,805,207,780,918,745,2488,1227,555,844,1031,465
hsa-miR-323a-5p,6,2,2,7,23,7,12,0,0,16,5,9,7,10,4,0,15,5,15,26,26,0
hsa-miR-323b-3p,1171,1484,161,830,1352,1514,1314,646,62,2026,413,875,115,1069,1331,735,2815,1434,760,507,1814,548
hsa-miR-323b-5p,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
hsa-miR-324-3p,663,1495,301,807,324,797,370,700,350,660,645,316,487,529,653,368,603,854,487,406,377,435
hsa-miR-324-5p,1111,3212,630,863,286,1024,543,1965,648,1166,1338,660,740,811,1175,505,811,940,824,753,634,281
hsa-miR-325-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-325-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-326-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-326-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-328-3p,4201,1561,8250,4055,8751,2411,8376,2382,4954,2633,5483,6583,4929,6683,5833,11211,3255,1881,4730,4002,5086,11910
hsa-miR-328-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-329-3p,390,756,50,479,443,368,444,292,14,710,257,339,79,375,403,294,973,402,207,298,412,148
hsa-miR-329-5p,56,21,22,59,135,31,81,30,49,124,33,94,20,115,83,84,189,66,56,81,176,49
hsa-miR-330-3p,293,592,206,323,129,296,262,366,90,504,278,217,163,219,340,269,197,264,166,252,295,157
hsa-miR-330-5p,241,113,73,117,57,239,238,219,52,175,220,146,145,106,248,122,200,142,146,213,62,81
hsa-miR-331-3p,509,1124,317,460,282,611,325,1266,132,638,423,274,266,312,495,273,309,272,271,260,333,214
hsa-miR-331-5p,7,35,15,19,19,20,23,41,33,44,21,16,20,17,25,20,16,27,21,19,26,0
hsa-miR-335-3p,1936,2862,1084,1268,1284,1992,1367,2575,790,1623,2061,869,1501,2021,1859,986,535,1146,995,1228,1407,1020
hsa-miR-335-5p,4201,8288,3479,3984,3533,6775,4457,6270,2083,4841,6138,3232,3543,3732,6282,3567,2522,3514,3137,3079,2521,3055
hsa-miR-337-3p,123,306,26,84,152,78,80,92,3,278,83,101,21,98,87,34,212,57,50,56,233,55
hsa-miR-337-5p,561,490,43,209,445,252,346,198,12,457,344,572,91,230,520,250,1008,160,275,303,265,149
hsa-miR-338-3p,482,1142,306,556,243,1126,443,624,149,514,638,328,433,288,743,512,726,391,561,501,213,324
hsa-miR-338-5p,16,28,0,16,22,20,7,20,11,20,4,4,11,0,5,17,9,5,0,13,2,2
hsa-miR-339-3p,963,1086,420,1417,375,1767,919,953,123,405,1104,470,634,833,508,544,981,1542,861,788,452,236
hsa-miR-339-5p,14551,13878,5850,21785,3515,27953,11366,13798,1594,4788,11929,4443,8820,11627,10167,5978,11713,18834,8838,10276,5223,4452
hsa-miR-33a-3p,5,44,4,4,0,7,6,4,0,6,4,4,4,10,4,0,0,6,5,5,0,0
hsa-miR-33a-5p,330,355,77,114,84,231,206,385,40,161,710,147,260,131,364,102,288,72,224,251,87,69
hsa-miR-33b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-33b-5p,5,22,0,0,0,3,5,10,0,5,5,12,16,0,10,4,7,4,25,0,13,34
hsa-miR-340-3p,253,402,135,81,85,167,201,488,71,492,199,168,145,120,161,143,95,70,102,124,191,99
hsa-miR-340-5p,9181,18811,2677,8256,3865,12991,8979,10455,2096,8766,9966,4244,7650,5911,11922,5359,10325,6584,8622,8774,4094,4502
hsa-miR-342-3p,43826,47038,23377,85450,31325,69861,44860,101480,28817,68118,49163,30926,21913,59627,82833,58841,23570,55561,16190,33711,69249,29646
hsa-miR-342-5p,513,390,304,452,338,505,367,451,778,385,592,440,314,607,542,375,259,357,254,478,663,463
hsa-miR-345-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-345-5p,683,1445,568,0,0,0,0,713,346,798,0,611,0,0,941,0,0,0,0,0,0,0
hsa-miR-346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-34a-3p,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-34a-5p,203,180,406,379,277,515,888,689,146,327,1770,449,667,481,751,350,378,298,413,769,379,286
hsa-miR-34b-3p,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-34b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-34c-3p,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
hsa-miR-34c-5p,0,16,4,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,0,4,0,0
hsa-miR-3529-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3529-5p,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0
hsa-miR-3605-3p,67,24,196,117,138,78,136,148,220,112,96,143,130,169,158,199,78,63,99,121,190,129
hsa-miR-3605-5p,7,6,31,14,15,21,8,11,54,38,27,27,20,42,25,13,13,7,40,14,20,59
hsa-miR-3606-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3606-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-361-3p,3821,3109,3161,5156,1646,4960,4165,4474,1240,2530,4042,3055,3985,4328,5136,3787,3645,5005,3241,3252,2622,2417
hsa-miR-361-5p,9226,9050,7643,12780,8255,11540,13354,11790,4809,11641,13332,8794,10197,11338,13449,14808,8631,12085,9963,12071,11467,10031
hsa-miR-3610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3611-3p,14,19,9,15,0,7,14,16,6,4,19,0,4,15,8,12,10,6,4,6,0,0
hsa-miR-3611-5p,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0
hsa-miR-3612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3613-3p,25,76,17,35,20,41,0,36,0,70,23,9,14,13,9,0,0,47,0,0,33,23
hsa-miR-3613-5p,1047,1166,1215,347,465,869,490,986,1324,860,1480,723,891,821,832,438,548,701,611,459,489,402
hsa-miR-3614-3p,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
hsa-miR-3614-5p,3,8,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0
hsa-miR-3615-3p,2831,731,3826,4696,1947,3936,4197,1530,2315,1460,3625,2526,4077,6122,3885,3926,4788,4508,2959,3264,1967,4906
hsa-miR-3615-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3616-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3616-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3617-3p,10,5,9,7,6,7,6,23,2,18,8,4,0,0,12,7,0,0,5,0,0,0
hsa-miR-3617-5p,54,40,55,7,23,16,24,123,11,53,99,21,19,12,36,26,14,7,45,39,19,8
hsa-miR-3618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3619-3p,4,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-3619-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
