miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-1913-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1913-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1914-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1915-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-192-3p,20.0,7.0,18.0,26.0,12.0,15.0,10.0,13.0,25.0,30.0,16.0,12.0,11.0,10.0,17.0,16.0,14.0,16.0,20.0,8.0,22.0,20.0
hsa-miR-192-5p/215-5p,4576.0,3217.0,4799.0,4887.0,3142.0,3262.0,5065.0,3946.0,5010.0,6217.0,5114.0,3551.0,3637.0,3102.0,4433.0,3951.0,2090.0,4462.0,4255.0,3467.0,4054.0,6475.0
hsa-miR-193a-3p,154.0,68.0,134.0,82.0,88.0,78.0,127.0,235.0,152.0,391.0,108.0,255.0,115.0,44.0,415.0,233.0,46.0,124.0,81.0,76.0,93.0,203.0
hsa-miR-193a-5p,2472.0,3225.0,3151.0,4593.0,4272.0,6794.0,3859.0,2935.0,3213.0,5652.0,5418.0,4360.0,4486.0,2440.0,3754.0,3378.0,2247.0,3324.0,4800.0,3084.0,3124.0,5722.0
hsa-miR-193b-3p,135.0,312.0,559.0,393.0,395.0,477.0,385.0,570.0,319.0,840.0,423.0,559.0,397.0,147.0,628.0,461.0,261.0,374.0,427.0,276.0,357.0,627.0
hsa-miR-193b-5p,378.0,404.0,370.0,488.0,418.0,599.0,458.0,350.0,320.0,507.0,690.0,414.0,386.0,208.0,303.0,329.0,299.0,385.0,624.0,252.0,264.0,1015.0
hsa-miR-194-3p,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,5.0,7.0,0.0,3.0,0.0,0.0,6.0,0.0,0.0,9.0,0.0,0.0,0.0
hsa-miR-194-5p,1908.0,1158.0,1531.0,1874.0,960.0,1218.0,1657.0,1694.0,1597.0,2059.0,2179.0,1172.0,1424.0,1036.0,1699.0,1567.0,734.0,1393.0,1509.0,1470.0,2075.0,1855.0
hsa-miR-195-3p,508.0,444.0,300.0,597.0,563.0,501.0,568.0,518.0,508.0,579.0,1290.0,467.0,668.0,765.0,402.0,500.0,505.0,560.0,575.0,449.0,635.0,927.0
hsa-miR-195-5p,34760.0,23032.0,19271.0,39422.0,33559.0,41010.0,34555.0,43069.0,34404.0,41021.0,67776.0,29277.0,36001.0,39414.0,34465.0,42232.0,22655.0,29792.0,32267.0,28817.0,50440.0,58121.0
hsa-miR-196a-1-3p,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0
hsa-miR-196a-3p,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
hsa-miR-196a-5p,452.0,358.0,629.0,346.0,478.0,399.0,1722.0,534.0,620.0,1276.0,503.0,184.0,173.0,146.0,307.0,484.0,332.0,722.0,389.0,467.0,295.0,229.0
hsa-miR-196b-3p,0.0,0.0,3.0,0.0,2.0,0.0,19.0,2.0,0.0,0.0,5.0,2.0,0.0,2.0,0.0,2.0,3.0,8.0,0.0,0.0,0.0,0.0
hsa-miR-196b-5p,4538.0,762.0,852.0,750.0,1094.0,593.0,5262.0,759.0,598.0,1314.0,1543.0,512.0,347.0,519.0,342.0,714.0,1244.0,2308.0,752.0,509.0,564.0,469.0
hsa-miR-197-3p,246.0,451.0,565.0,656.0,765.0,649.0,435.0,474.0,1006.0,926.0,710.0,675.0,507.0,480.0,643.0,579.0,326.0,520.0,490.0,632.0,557.0,722.0
hsa-miR-197-5p,0.0,0.0,0.0,0.0,5.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,7.0,9.0
hsa-miR-1972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-1973,469.0,50.0,47.0,0.0,52.0,21.0,10.0,92.0,37.0,25.0,173.0,42.0,90.0,207.0,99.0,192.0,70.0,113.0,128.0,158.0,40.0,36.0
hsa-miR-1976,3.0,12.0,10.0,30.0,25.0,22.0,0.0,7.0,15.0,15.0,14.0,11.0,18.0,10.0,9.0,18.0,8.0,22.0,15.0,15.0,20.0,16.0
hsa-miR-198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-199a-3p/199b-3p,329852.0,235904.0,204015.0,420824.0,372039.0,407345.0,290519.0,351411.0,421023.0,375019.0,582002.0,389565.0,358613.0,618605.0,342338.0,359440.0,253719.0,386134.0,336070.0,301376.0,379742.0,526179.0
hsa-miR-199a-5p,37051.0,22848.0,13690.0,25842.0,25321.0,26144.0,33576.0,34944.0,45559.0,38693.0,59702.0,34269.0,33622.0,67576.0,40525.0,40065.0,24444.0,33440.0,37822.0,32474.0,41804.0,51567.0
hsa-miR-199b-5p,42219.0,29473.0,26807.0,76578.0,30395.0,35821.0,70880.0,65567.0,86398.0,66573.0,87439.0,74598.0,50887.0,141589.0,51396.0,48768.0,36588.0,60468.0,48863.0,33330.0,55860.0,132952.0
hsa-miR-19a-3p,4078.0,1066.0,836.0,1818.0,710.0,814.0,2430.0,2622.0,3429.0,2671.0,2161.0,1907.0,1450.0,1900.0,2505.0,1791.0,1048.0,1848.0,1741.0,1231.0,2007.0,3061.0
hsa-miR-19a-5p,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-1-5p,22.0,7.0,5.0,19.0,12.0,7.0,13.0,25.0,34.0,21.0,14.0,12.0,15.0,14.0,25.0,32.0,11.0,21.0,11.0,17.0,20.0,19.0
hsa-miR-19b-2-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-19b-3p,20570.0,6587.0,5888.0,14555.0,5040.0,5631.0,14748.0,14335.0,23886.0,15717.0,11842.0,13239.0,8276.0,11765.0,14562.0,9401.0,6278.0,11190.0,12151.0,6898.0,10550.0,25269.0
hsa-miR-200a-3p,2171.0,1949.0,2122.0,109.0,2009.0,860.0,780.0,561.0,2633.0,1780.0,2489.0,781.0,1724.0,1320.0,2464.0,2733.0,1095.0,1634.0,1729.0,3209.0,1175.0,2138.0
hsa-miR-200a-5p,13.0,14.0,11.0,0.0,18.0,3.0,3.0,4.0,25.0,12.0,15.0,4.0,18.0,15.0,13.0,22.0,7.0,20.0,13.0,26.0,6.0,18.0
hsa-miR-200b-3p,979.0,1104.0,1291.0,73.0,1474.0,630.0,285.0,287.0,1290.0,887.0,1455.0,330.0,843.0,438.0,1557.0,1767.0,521.0,849.0,776.0,1838.0,762.0,810.0
hsa-miR-200b-5p,10.0,27.0,16.0,3.0,32.0,11.0,6.0,5.0,30.0,14.0,14.0,13.0,11.0,7.0,15.0,16.0,8.0,12.0,13.0,39.0,7.0,17.0
hsa-miR-200c-3p,30.0,64.0,54.0,38.0,188.0,82.0,64.0,29.0,79.0,95.0,61.0,36.0,83.0,80.0,76.0,112.0,34.0,103.0,204.0,77.0,83.0,66.0
hsa-miR-200c-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-202-3p,0.0,0.0,0.0,7.0,5.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
hsa-miR-202-5p,205.0,67.0,49.0,206.0,93.0,46.0,47.0,60.0,256.0,58.0,14.0,94.0,20.0,117.0,46.0,76.0,18.0,89.0,101.0,50.0,34.0,61.0
hsa-miR-203a-3p,648.0,638.0,305.0,84.0,319.0,198.0,548.0,206.0,283.0,574.0,166.0,271.0,487.0,258.0,1218.0,771.0,380.0,399.0,482.0,503.0,298.0,479.0
hsa-miR-203a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-203b-3p,15.0,6.0,6.0,0.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,30.0,19.0,11.0,5.0,0.0,21.0,0.0,10.0
hsa-miR-203b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-204-3p,68.0,52.0,44.0,25.0,64.0,24.0,12.0,18.0,63.0,37.0,46.0,32.0,18.0,14.0,87.0,66.0,10.0,21.0,39.0,226.0,32.0,53.0
hsa-miR-204-5p,3631.0,2450.0,1899.0,490.0,4199.0,1871.0,347.0,809.0,3436.0,2205.0,5683.0,1327.0,2018.0,1065.0,7212.0,8170.0,1322.0,970.0,1929.0,27938.0,2736.0,1016.0
hsa-miR-205-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-205-5p,0.0,2.0,4.0,2.0,3.0,0.0,5.0,0.0,4.0,4.0,3.0,6.0,10.0,17.0,0.0,18.0,7.0,34.0,125.0,6.0,147.0,23.0
hsa-miR-2052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-206,23.0,12.0,24.0,49.0,217.0,587.0,8.0,206.0,15.0,66.0,76.0,76.0,47.0,27.0,16.0,10.0,180.0,141.0,54.0,27.0,24.0,23.0
hsa-miR-208a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208a-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-3p,0.0,0.0,0.0,0.0,0.0,12.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-208b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20a-3p,109.0,70.0,70.0,72.0,86.0,83.0,66.0,106.0,130.0,112.0,109.0,97.0,74.0,88.0,177.0,152.0,61.0,95.0,83.0,89.0,103.0,55.0
hsa-miR-20a-5p,7641.0,3668.0,3577.0,5505.0,3603.0,5039.0,4307.0,8238.0,8516.0,9037.0,6903.0,5936.0,5453.0,4280.0,9082.0,7446.0,2679.0,5568.0,5104.0,5522.0,8397.0,5074.0
hsa-miR-20b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-20b-5p,747.0,549.0,344.0,1545.0,298.0,734.0,911.0,753.0,1224.0,1157.0,962.0,767.0,948.0,609.0,866.0,686.0,382.0,765.0,635.0,387.0,1278.0,927.0
hsa-miR-21-3p,544.0,179.0,105.0,157.0,290.0,161.0,113.0,158.0,144.0,318.0,255.0,283.0,343.0,710.0,114.0,184.0,328.0,578.0,227.0,239.0,123.0,502.0
hsa-miR-21-5p,247409.0,90378.0,109838.0,241317.0,356116.0,227053.0,81525.0,112078.0,87519.0,148427.0,141901.0,155499.0,175871.0,352384.0,84304.0,124239.0,165349.0,296678.0,106744.0,119388.0,93283.0,231303.0
hsa-miR-210-3p,397.0,460.0,359.0,212.0,301.0,229.0,370.0,318.0,641.0,894.0,797.0,448.0,530.0,456.0,469.0,550.0,326.0,440.0,556.0,471.0,380.0,541.0
hsa-miR-210-5p,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
hsa-miR-211-3p,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-211-5p,16.0,14.0,9.0,11.0,16.0,51.0,43.0,20.0,15.0,20.0,86.0,18.0,20.0,13.0,25.0,24.0,16.0,14.0,16.0,46.0,29.0,15.0
hsa-miR-2110,58.0,127.0,93.0,166.0,195.0,198.0,62.0,43.0,73.0,82.0,174.0,75.0,138.0,79.0,89.0,114.0,62.0,76.0,99.0,133.0,127.0,115.0
hsa-miR-2113-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2113-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2114-3p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0
hsa-miR-2114-5p,7.0,6.0,7.0,9.0,3.0,3.0,13.0,23.0,21.0,28.0,0.0,11.0,4.0,0.0,18.0,12.0,6.0,11.0,13.0,29.0,10.0,8.0
hsa-miR-2115-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2115-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2116-3p,9.0,17.0,0.0,6.0,17.0,23.0,8.0,8.0,7.0,14.0,20.0,0.0,15.0,5.0,4.0,9.0,6.0,8.0,9.0,17.0,18.0,16.0
hsa-miR-2116-5p,25.0,15.0,20.0,20.0,15.0,27.0,19.0,19.0,20.0,15.0,12.0,15.0,11.0,19.0,17.0,13.0,21.0,20.0,17.0,13.0,14.0,62.0
hsa-miR-2117-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2117-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-212-3p,43.0,32.0,34.0,18.0,70.0,59.0,18.0,34.0,31.0,52.0,37.0,36.0,31.0,37.0,42.0,33.0,23.0,44.0,25.0,60.0,30.0,52.0
hsa-miR-212-5p,13.0,13.0,34.0,32.0,63.0,43.0,11.0,11.0,15.0,16.0,27.0,18.0,22.0,20.0,20.0,28.0,12.0,35.0,12.0,29.0,17.0,13.0
hsa-miR-214-3p,565.0,580.0,1262.0,2214.0,3437.0,2906.0,522.0,1546.0,1644.0,2037.0,1168.0,2499.0,1212.0,1720.0,2074.0,1618.0,524.0,1301.0,858.0,1200.0,1485.0,1191.0
hsa-miR-214-5p,538.0,203.0,231.0,374.0,366.0,383.0,292.0,477.0,517.0,511.0,530.0,453.0,337.0,626.0,589.0,499.0,193.0,371.0,381.0,387.0,415.0,396.0
hsa-miR-215-3p,26.0,23.0,23.0,7.0,9.0,11.0,30.0,44.0,7.0,33.0,34.0,18.0,13.0,10.0,11.0,15.0,7.0,31.0,29.0,13.0,12.0,43.0
hsa-miR-216a-3p,0.0,0.0,0.0,0.0,7.0,7.0,6.0,0.0,0.0,0.0,9.0,2.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216a-5p,66.0,37.0,29.0,27.0,57.0,233.0,28.0,62.0,47.0,55.0,254.0,53.0,258.0,260.0,73.0,36.0,16.0,223.0,164.0,27.0,318.0,38.0
hsa-miR-216b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-216b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-217-5p,39.0,32.0,23.0,13.0,45.0,94.0,19.0,26.0,45.0,45.0,92.0,25.0,98.0,144.0,32.0,40.0,11.0,109.0,119.0,24.0,144.0,49.0
hsa-miR-218-1-3p,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,3.0
hsa-miR-218-2-3p,0.0,19.0,23.0,0.0,0.0,0.0,0.0,14.0,21.0,22.0,0.0,24.0,37.0,44.0,48.0,28.0,14.0,0.0,16.0,14.0,24.0,28.0
hsa-miR-218-5p,11063.0,7728.0,5009.0,5260.0,7942.0,5539.0,3738.0,5846.0,8230.0,11760.0,8928.0,5416.0,9109.0,14047.0,8929.0,12346.0,5460.0,7966.0,7668.0,9866.0,7273.0,9208.0
hsa-miR-219a-1-3p,9.0,5.0,4.0,0.0,0.0,0.0,9.0,0.0,6.0,8.0,8.0,6.0,5.0,6.0,0.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0
hsa-miR-219a-2-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-219a-5p,100.0,59.0,48.0,61.0,85.0,40.0,92.0,60.0,122.0,87.0,63.0,65.0,82.0,88.0,92.0,73.0,46.0,74.0,75.0,34.0,36.0,91.0
hsa-miR-219b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,0.0,0.0,0.0
hsa-miR-219b-5p,10.0,7.0,7.0,5.0,4.0,4.0,5.0,4.0,5.0,12.0,17.0,7.0,5.0,4.0,11.0,8.0,7.0,7.0,13.0,7.0,9.0,11.0
hsa-miR-22-3p,19695.0,15337.0,17624.0,19558.0,19792.0,20513.0,31857.0,32822.0,20993.0,56372.0,26289.0,34113.0,24242.0,18431.0,27959.0,26711.0,16606.0,27074.0,17144.0,19288.0,20767.0,49274.0
hsa-miR-22-5p,681.0,613.0,704.0,538.0,657.0,938.0,883.0,1286.0,399.0,1808.0,1227.0,1412.0,1024.0,473.0,1264.0,1144.0,689.0,1082.0,462.0,867.0,936.0,1022.0
hsa-miR-221-3p,21832.0,20104.0,19116.0,29121.0,32743.0,31731.0,17374.0,20910.0,24211.0,29840.0,31853.0,23449.0,23861.0,20290.0,31660.0,35790.0,16619.0,27035.0,18910.0,33136.0,27838.0,47258.0
hsa-miR-221-5p,259.0,286.0,291.0,439.0,545.0,518.0,242.0,285.0,437.0,459.0,507.0,384.0,399.0,412.0,442.0,551.0,269.0,406.0,304.0,465.0,379.0,602.0
hsa-miR-222-3p,2774.0,2277.0,2495.0,3748.0,4261.0,4709.0,2322.0,3009.0,2999.0,3754.0,4726.0,2982.0,3092.0,2012.0,4517.0,4505.0,2127.0,3316.0,2554.0,3849.0,3377.0,5178.0
hsa-miR-222-5p,21.0,9.0,0.0,4.0,9.0,4.0,6.0,9.0,8.0,11.0,22.0,14.0,12.0,9.0,23.0,10.0,8.0,9.0,10.0,15.0,6.0,7.0
hsa-miR-223-3p,18598.0,16829.0,9098.0,13396.0,10642.0,12921.0,5240.0,11058.0,9178.0,18017.0,13824.0,9518.0,19251.0,18499.0,14210.0,15820.0,19224.0,28616.0,15175.0,16865.0,18986.0,13787.0
hsa-miR-223-5p,107.0,108.0,61.0,102.0,66.0,86.0,48.0,56.0,89.0,125.0,103.0,93.0,112.0,143.0,82.0,84.0,151.0,223.0,110.0,76.0,106.0,189.0
hsa-miR-224-3p,20.0,15.0,29.0,25.0,17.0,22.0,45.0,50.0,45.0,184.0,40.0,79.0,23.0,26.0,81.0,72.0,11.0,48.0,8.0,32.0,43.0,47.0
hsa-miR-224-5p,14088.0,35693.0,20884.0,18782.0,15000.0,35016.0,27255.0,43652.0,10693.0,70300.0,73392.0,33130.0,44169.0,24993.0,39328.0,46386.0,40329.0,44086.0,28822.0,23139.0,36370.0,71981.0
hsa-miR-2276-3p,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,6.0,0.0,10.0,0.0
hsa-miR-2276-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2277-3p,6.0,9.0,10.0,8.0,12.0,11.0,11.0,6.0,9.0,6.0,10.0,9.0,9.0,10.0,12.0,8.0,0.0,9.0,10.0,5.0,6.0,25.0
hsa-miR-2277-5p,24.0,16.0,23.0,19.0,24.0,24.0,19.0,16.0,12.0,35.0,19.0,31.0,17.0,23.0,28.0,29.0,19.0,21.0,14.0,28.0,17.0,18.0
hsa-miR-2278-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2278-5p,10.0,7.0,0.0,2.0,5.0,5.0,3.0,6.0,10.0,9.0,8.0,6.0,8.0,3.0,3.0,9.0,7.0,0.0,6.0,8.0,0.0,9.0
hsa-miR-2355-3p,58.0,33.0,37.0,32.0,35.0,40.0,36.0,53.0,36.0,67.0,81.0,36.0,52.0,38.0,63.0,62.0,30.0,51.0,46.0,72.0,66.0,88.0
hsa-miR-2355-5p,7.0,8.0,8.0,14.0,8.0,8.0,12.0,17.0,14.0,14.0,27.0,15.0,18.0,13.0,16.0,7.0,4.0,12.0,11.0,13.0,6.0,48.0
hsa-miR-2392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-23a-3p/23b-3p,60707.0,62078.0,53174.0,62376.0,78217.0,96041.0,55691.0,85711.0,74299.0,106150.0,155454.0,65890.0,91689.0,62188.0,97910.0,125251.0,63059.0,83054.0,65538.0,115097.0,122388.0,103179.0
hsa-miR-23a-5p,8.0,5.0,5.0,0.0,0.0,5.0,0.0,6.0,4.0,14.0,6.0,7.0,4.0,8.0,3.0,9.0,5.0,6.0,0.0,9.0,8.0,15.0
hsa-miR-23b-5p,81.0,109.0,69.0,56.0,151.0,165.0,59.0,69.0,94.0,135.0,246.0,71.0,171.0,90.0,112.0,165.0,109.0,128.0,149.0,176.0,142.0,124.0
hsa-miR-23c,61.0,48.0,48.0,43.0,56.0,72.0,0.0,0.0,51.0,0.0,0.0,35.0,84.0,44.0,81.0,82.0,53.0,57.0,51.0,86.0,87.0,0.0
hsa-miR-24-1-5p,3.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,6.0,9.0,0.0,6.0,0.0,4.0,12.0,7.0,0.0,0.0,3.0,6.0,11.0,4.0
hsa-miR-24-2-5p,13.0,7.0,7.0,9.0,7.0,9.0,19.0,22.0,14.0,36.0,21.0,19.0,15.0,23.0,16.0,15.0,10.0,23.0,13.0,18.0,23.0,17.0
hsa-miR-24-3p,55060.0,61374.0,44301.0,52203.0,59659.0,66729.0,47469.0,71277.0,69025.0,101622.0,118488.0,58367.0,77532.0,58561.0,82990.0,100304.0,49318.0,70913.0,62446.0,94688.0,89401.0,102625.0
hsa-miR-2467-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2467-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-25-3p,22871.0,17501.0,14028.0,33748.0,17969.0,31325.0,17783.0,18831.0,25912.0,26300.0,41372.0,19047.0,29378.0,26217.0,20696.0,24963.0,16722.0,22929.0,24981.0,23920.0,28502.0,29988.0
hsa-miR-25-5p,35.0,56.0,35.0,42.0,48.0,82.0,27.0,32.0,32.0,49.0,80.0,38.0,46.0,47.0,42.0,42.0,28.0,47.0,44.0,50.0,47.0,51.0
hsa-miR-2681-3p,35.0,32.0,7.0,12.0,11.0,23.0,16.0,23.0,41.0,15.0,40.0,39.0,19.0,70.0,21.0,37.0,9.0,27.0,29.0,16.0,24.0,21.0
hsa-miR-2681-5p,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-2682-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
