miRNA,3256_p,3262_p,3263_p,3267_p,3271_p,3273_p,3274_p,3275_p,3276_p,3277_p,3279_p,3280_p,3281_p,3282_p,3283_p,3284_p,3287_p,3288_p,3289_p,3290_p,3304_p,3318_p
hsa-miR-4760-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9979,0.0,0.0,0.0,0.0,0.7052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4761-5p,0.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4762-3p,0.6789,0.9635,0.4515,0.0,0.0,0.4795,0.6627,0.8239,0.0,0.0,0.882,0.6564,0.0,1.209,0.0,0.9075,0.0,0.0,0.0,0.0,1.6453,0.0
hsa-miR-4762-5p,0.0,0.3854,0.3386,0.0,0.0,0.0,0.0,0.0,0.0,0.3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1752,0.0
hsa-miR-4763-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4763-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4376,0.0,0.0,0.172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4764-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4764-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6019,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4765-5p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4766-3p,0.0,1.7343,0.6772,0.4033,3.2685,1.1508,0.852,1.2816,0.0,3.2416,1.6758,2.5164,0.7517,1.1082,1.6336,0.4033,3.2797,0.8219,1.1761,1.113,0.8227,2.4112
hsa-miR-4766-5p,0.0,0.0,0.6772,0.9075,1.4008,0.0,0.0,0.8239,0.9979,0.0,0.2646,0.4376,0.0,0.2015,0.0,0.4033,1.2884,0.0,0.0,0.2024,0.0,0.0
hsa-miR-4767,0.0,0.0,0.0,1.0083,0.0,0.0,1.0413,0.5493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3699,0.0,0.0,0.9402,0.0
hsa-miR-4768-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4768-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4769-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4769-5p,0.2263,0.289,0.5643,0.0,2.9572,0.0,0.284,0.0,0.7762,0.0,0.6174,0.0,0.0,1.0075,0.6019,0.0,0.0,0.274,0.7485,1.113,1.2928,0.0
hsa-miR-4770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4771-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4771-5p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,1.4639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4772-3p,0.0,8.4787,1.9187,1.4116,0.0,2.0139,0.0,0.0,0.7762,0.0,0.441,0.6564,0.2148,2.2165,0.0,0.0,0.0,0.4566,0.0,0.0,0.0,1.7766
hsa-miR-4772-5p,0.0,1.3489,0.0,0.0,0.0,0.3836,0.1893,0.0,0.0,0.0,0.0,0.0,0.4295,0.0,0.0,0.0,0.3514,0.0,0.3208,0.2024,0.0,0.0
hsa-miR-4773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4774-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4774-5p,0.0,0.9635,0.0,0.4033,0.0,0.2877,0.9466,0.9155,0.0,0.732,0.0,0.0,1.1812,0.0,0.2579,0.9075,0.0,0.0,0.0,0.8095,0.0,0.0
hsa-miR-4775,5.7709,2.216,1.0158,3.8316,2.3346,2.6852,5.3012,3.6618,0.9979,2.9279,3.7926,3.2822,4.1879,2.9217,2.7514,1.3108,3.8653,2.6485,4.2769,1.4165,4.7009,1.5228
hsa-miR-4776-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4776-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4777-3p,0.9052,0.3854,0.6772,0.0,0.0,0.1918,0.6627,0.3662,0.0,0.5228,0.2646,0.0,0.0,0.0,0.3439,0.2017,0.2343,0.0,0.6415,0.0,0.0,0.0
hsa-miR-4777-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4778-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4778-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4779-3p,0.0,0.3854,0.0,0.4033,2.8016,0.0,0.7573,0.0,0.3326,0.732,0.5292,0.7658,0.3221,0.0,0.2579,0.0,0.0,0.4566,1.1761,0.2024,0.0,0.0
hsa-miR-4779-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4781-3p,1.9236,0.6744,1.4672,1.9158,2.3346,1.0549,0.9466,0.8239,1.4414,1.7776,0.5292,0.3282,0.7517,0.5037,1.5476,1.7141,0.5857,0.6393,1.2831,1.0118,1.2928,1.6497
hsa-miR-4781-5p,0.6789,0.0,1.4672,0.605,0.0,0.2877,0.7573,0.2746,0.0,0.6274,0.1764,1.9693,0.8591,0.403,0.5159,1.3108,0.0,0.0,0.0,0.3035,1.7628,0.0
hsa-miR-4782-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4782-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4783-3p,0.3395,0.0,0.0,0.7058,0.4669,0.0,0.6627,1.007,0.0,0.0,0.9702,0.0,0.8591,0.0,0.8598,0.9075,0.5857,0.9133,1.2831,1.7201,0.0,0.0
hsa-miR-4783-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4784,0.4526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2348,0.7658,0.0,0.0,0.0,0.0,1.9912,0.0,0.0,0.0,0.8227,0.0
hsa-miR-4785,5.7709,4.0467,1.8058,6.1507,2.6459,3.6443,1.7986,4.028,0.0,2.6142,1.323,0.6564,4.1879,4.9367,2.4934,0.9075,7.3792,4.6577,0.6415,1.6189,0.3526,3.4264
hsa-miR-4786-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3662,0.0,0.0,0.2646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4786-5p,0.7921,1.5416,0.0,1.1091,1.7121,2.0139,1.8933,1.3732,0.0,0.4183,0.9702,0.4376,0.3221,0.2015,1.8056,0.605,0.3514,0.7306,0.3208,1.3154,0.3526,0.0
hsa-miR-4787-3p,2.0368,1.3489,1.0158,0.605,0.0,1.8221,0.0,0.0,0.0,0.0,0.0,0.547,0.0,0.3022,0.3439,0.2017,0.0,0.0,0.0,0.5059,0.0,2.2843
hsa-miR-4787-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4789-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4789-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4790-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4790-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4791,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4793-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.887,0.0,0.0,0.0,0.6443,0.0,0.0,0.0,0.3514,0.0,0.0,0.3035,0.0,0.0
hsa-miR-4793-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4795-3p,1.3579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764,0.0,0.0,0.0,0.0,0.0,0.0,0.548,0.0,0.5059,0.0,0.0
hsa-miR-4795-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4796-3p,0.0,0.0,0.0,0.0,0.0,0.3836,0.0,0.0,0.0,0.0,0.0,2.5164,1.396,2.1157,0.0,0.0,0.0,1.0046,0.0,0.5059,0.0,0.0
hsa-miR-4796-5p,0.0,0.0,0.0,0.0,0.0,0.2877,0.1893,0.5493,0.0,0.0,0.441,0.4376,0.0,0.0,0.0,0.0,0.0,0.4566,0.0,0.0,0.3526,0.8883
hsa-miR-4797-3p,0.5658,1.6379,0.0,0.5042,0.0,0.5754,0.4733,0.0,0.0,1.8822,1.0584,0.0,0.3221,0.0,0.0,0.0,0.0,0.0,0.0,0.6071,0.0,0.0
hsa-miR-4797-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4798-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4798-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-3p,0.3395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4799-5p,6.3367,1.927,2.7087,3.2266,3.4241,3.1648,3.8812,3.4787,1.6632,4.0781,1.323,3.0634,2.7919,4.03,2.7514,3.2266,2.4597,6.0276,2.5661,4.9579,2.468,5.0761
hsa-miR-4800-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4800-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6133,0.0,0.0,0.0,0.0,2.9381,0.0
hsa-miR-4801-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4801-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4802-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3653,0.0,0.0,0.0,0.0
hsa-miR-4803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-3p,0.0,0.0,1.1286,0.605,0.0,0.0,0.0,0.5493,0.0,0.0,0.0,0.0,0.0,0.6045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4804-5p,1.2447,0.0,2.9345,1.9158,7.0039,0.0,1.136,1.4647,7.429,0.9411,1.2348,4.0481,3.0067,0.7052,0.0,1.5125,2.3426,2.9225,2.9938,1.9225,0.0,3.4264
hsa-miR-483-3p,2.0368,0.3854,2.8216,3.0249,19.6109,0.2877,7.3838,1.4647,3.659,3.7644,0.5292,1.9693,1.7181,3.1232,1.2897,9.1756,0.5857,0.3653,3.3146,2.0236,9.7544,2.7919
hsa-miR-483-5p,31.5703,2.216,25.6202,18.0488,79.3773,18.4131,78.3823,3.7533,43.9085,18.613,17.993,21.5532,44.1343,108.1044,4.557,45.4749,9.9561,9.8633,54.6375,19.427,38.5476,58.6294
hsa-miR-484,695.6793,350.4223,412.0678,549.8333,606.6915,465.027,404.8803,519.8845,662.1763,692.1302,413.486,367.3885,484.94,453.2726,322.34,411.492,458.6835,331.9731,288.3706,277.0366,778.592,707.1066
hsa-miR-485-3p,121.4157,14.2597,41.9855,97.9072,947.7025,52.1705,204.3808,67.8349,28.8288,237.7858,53.2734,209.2955,20.6175,127.6498,124.6714,232.1134,189.0488,42.467,57.2037,67.792,520.0407,189.467
hsa-miR-485-5p,43.4517,10.5021,21.67,54.7514,268.7933,40.0869,98.2618,13.7318,10.0901,90.1369,33.1635,121.8793,12.7785,112.5373,52.8779,98.3104,154.7295,60.8237,45.4422,75.1783,203.9029,72.5888
hsa-miR-486-3p,29.4204,13.6816,113.7673,58.3813,60.389,26.3729,31.05,22.337,221.9821,55.6297,33.6046,61.7055,52.8323,69.4165,19.1736,42.1474,29.8683,46.942,27.9068,29.2416,140.4404,84.264
hsa-miR-486-5p,16421.3345,5276.664,54977.9282,29986.6338,26321.3516,14042.205,11555.5139,9828.645,89770.1299,26448.9118,13812.1774,23368.3352,23104.5543,32141.5492,11468.4786,20366.1825,13974.6187,40720.0867,12842.9145,12764.1207,53656.6791,69788.0711
hsa-miR-487a-3p,2.942,7.3225,0.6772,3.0249,2.6459,3.7402,3.1239,3.8449,0.0,5.3329,2.3814,1.8599,1.6107,4.2315,4.471,1.9158,5.388,1.0959,0.8554,3.8449,4.4659,2.5381
hsa-miR-487a-5p,4.4131,4.4321,1.1286,5.2432,4.8249,0.959,4.6386,0.9155,0.0,5.1238,1.6758,5.5798,0.5369,3.9292,3.4392,3.3274,4.6852,1.8265,3.1008,2.5296,9.4019,1.5228
hsa-miR-487b-3p,177.8803,224.3974,26.5231,274.8662,449.4933,182.5967,334.4499,121.1141,8.5378,319.0345,90.847,245.3997,34.0403,187.3943,244.8718,208.7205,582.4905,225.5773,108.4196,196.1921,422.1437,120.4315
hsa-miR-487b-5p,8.2603,0.0,1.2415,7.5624,14.786,4.0279,18.9329,4.2111,0.0,7.006,3.6162,8.9714,1.8255,15.0117,11.3494,10.3856,23.8946,9.0414,7.2707,8.904,13.6327,3.934
hsa-miR-488-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-488-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-489-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4103,0.0
hsa-miR-489-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-490-3p,0.9052,1.0598,1.9187,4.3357,5.7587,0.7672,1.3253,0.7324,0.0,3.6599,0.9702,0.0,1.8255,0.2015,11.1774,0.3025,15.8126,1.4612,1.1761,1.8213,0.5876,0.8883
hsa-miR-490-5p,0.0,0.9635,3.0473,1.9158,0.0,0.0,1.136,0.0,0.0,1.7776,0.0,0.4376,0.5369,0.806,3.2673,0.7058,7.2621,0.0,1.2831,2.3272,1.1752,1.3959
hsa-miR-491-3p,1.0184,1.5416,0.0,0.5042,0.0,0.0,0.0,0.4577,0.0,0.0,0.2646,0.547,0.0,0.0,0.9458,0.4033,0.0,0.0,0.0,0.0,1.2928,0.5076
hsa-miR-491-5p,100.0294,53.9556,41.5341,107.4862,74.2411,94.8467,106.5923,67.011,21.3999,52.0745,79.8218,63.3466,83.5437,79.9952,99.9951,79.6566,90.0734,97.2631,88.7459,109.5802,63.4626,61.2944
hsa-miR-492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-493-3p,90.5243,71.5875,14.108,77.2368,176.4977,59.7467,113.0295,43.2093,1.4414,103.417,64.2985,152.9509,24.1611,108.8096,117.0191,106.3769,232.27,53.9742,68.0028,138.923,132.8013,22.8426
hsa-miR-493-5p,183.0854,130.0715,20.767,154.0703,326.8476,144.4279,344.3897,125.2337,8.0943,276.8939,156.4684,290.4754,59.0604,248.0456,263.4436,242.1965,542.549,130.5974,159.6356,296.4635,324.0118,73.8579
hsa-miR-494-3p,94.2584,186.0504,14.8981,95.5881,147.0814,81.5164,105.267,64.7224,4.3243,191.1488,64.0339,79.32,15.6779,73.4465,96.8138,64.5319,207.6726,72.6048,39.2406,84.6894,142.3207,28.1726
hsa-miR-494-5p,0.0,0.6744,0.0,1.7141,3.891,0.1918,1.704,1.8309,0.0,1.0457,0.5292,0.3282,0.7517,1.1082,1.5476,0.3025,3.0454,0.7306,0.2138,2.1248,0.9402,1.269
hsa-miR-495-3p,66.0827,98.6617,6.2075,34.4843,69.5719,21.3861,34.0792,31.1253,0.9979,117.7427,19.5806,37.0889,8.1611,28.5121,29.9211,31.1568,52.4745,16.0735,18.9253,24.4861,68.1635,16.7513
hsa-miR-495-5p,0.0,0.0,1.0158,3.8316,6.2257,1.918,1.3253,1.007,0.0,7.738,1.4994,2.407,0.0,0.6045,2.4074,1.0083,4.3338,2.1005,2.5661,1.113,6.5813,2.5381
hsa-miR-496,5.9972,10.213,0.0,6.554,9.0272,6.0418,4.8279,3.2041,1.1088,11.607,2.4696,5.6892,2.1477,4.2315,6.0186,1.5125,9.6047,7.0322,3.5284,2.9343,5.5236,1.5228
hsa-miR-497-3p,0.0,0.4817,0.0,0.0,0.0,0.5754,0.0,0.0,0.0,0.0,0.7938,0.3282,0.0,0.0,0.0,0.0,0.7028,0.0,0.0,0.4047,0.0,0.0
hsa-miR-497-5p,6.4499,5.6846,7.449,6.2515,4.0467,13.9057,8.7091,9.8869,2.5502,4.601,16.5818,4.4857,7.4094,4.836,5.9326,6.8565,16.164,4.5663,8.4469,6.678,3.2907,4.0609
hsa-miR-498-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-498-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-4999-3p,0.3395,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.2138,0.0,0.0,0.0
hsa-miR-4999-5p,1.471,0.7708,6.7719,2.9241,18.0544,5.1787,5.9639,3.2956,0.0,3.7644,1.764,8.4243,1.1812,5.0375,2.8373,4.4366,1.5227,2.9225,6.5223,4.7556,3.4082,4.3147
hsa-miR-499a-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499a-5p,3.2815,3.3722,0.9029,0.8067,3.4241,0.6713,2.2719,3.021,0.0,0.732,3.7044,1.9693,1.2886,3.1232,1.0318,2.4199,1.757,0.4566,2.0315,0.9106,0.0,2.0305
hsa-miR-499b-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-499b-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3514,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-3p,0.6789,0.0,0.0,0.0,0.0,0.0,0.284,0.0,0.0,0.3137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5000-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5001-3p,0.0,1.2525,4.0631,4.3357,0.0,0.0,0.0,1.4647,1.1088,0.0,0.0,2.6258,3.3289,0.0,3.3532,0.0,3.8653,5.023,2.4592,0.0,0.0,1.7766
hsa-miR-5001-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5002-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5002-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5003-3p,1.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7699,2.405,0.0,0.0,1.9329,0.0,0.4299,0.0,0.7028,0.274,0.5346,0.0,0.0,2.5381
hsa-miR-5003-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2646,0.0,0.0,0.0,0.0,0.0,0.4685,0.548,0.5346,0.4047,0.0,0.0
hsa-miR-5004-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5004-5p,0.0,0.0,0.4515,0.2017,1.5564,0.1918,0.0,0.0,0.0,0.0,0.7056,0.0,0.3221,1.0075,0.3439,0.2017,0.0,0.6393,0.0,0.4047,1.4103,0.0
hsa-miR-5006-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0985,0.0,2.6142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415,0.0,0.0,3.0457
hsa-miR-5006-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,0.0,0.0,0.4295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5007-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5007-5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5008-3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hsa-miR-5008-5p,0.2263,0.0,0.0,0.0,0.0,0.0,0.1893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
